New PAW TMT results file!
Program "PAW_protein_grouper.py" run on Mon Feb 13 18:36:31 2023
 
 
ProtGroup	Counter	Accession	Identical	Similar	OtherLoci	Filter	Coverage	SeqLength	MW	Description	CountsTot	UniqueTot	UniqFrac	Total_BGS	Total_FLI	Unique_BGS	Unique_FLI	Corrected_BGS	Corrected_FLI	PSMs_Used_BGS	TotInt_126C_BGS	TotInt_127N_BGS	TotInt_127C_BGS	TotInt_128N_BGS	TotInt_128C_BGS	TotInt_129N_BGS	TotInt_129C_BGS	TotInt_130N_BGS	TotInt_130C_BGS	TotInt_131N_BGS	TotInt_131C_BGS	PSMs_Used_FLI	TotInt_126C_FLI	TotInt_127N_FLI	TotInt_127C_FLI	TotInt_128N_FLI	TotInt_128C_FLI	TotInt_129N_FLI	TotInt_129C_FLI	TotInt_130N_FLI	TotInt_130C_FLI	TotInt_131N_FLI	TotInt_131C_FLI
5342	1	sp|Q99MR1|GGYF1_MOUSE	 	 	 	 	9.7	1044	116237	GRB10-interacting GYF protein 1 OS=Mus musculus OX=10090 GN=Gigyf1 PE=1 SV=2	14	14	1.000	7	7	7	7	7.000	7.000	7	140502.057129	137369.884767	165438.24804699997	176813.94238300002	156761.10546899997	156245.208007	159361.54003799998	159062.52294999998	156524.868164	153799.44335900003	4028.0517579999996	7	191919.71875	187780.796876	235824.181641	208014.07324300002	228088.53125000003	234743.765625	213254.39550800002	212772.810058	219324.414062	222757.079102	150.0
5343	1	sp|Q99MR3|S12A9_MOUSE	 	 	 	 	14.0	914	96329	Solute carrier family 12 member 9 OS=Mus musculus OX=10090 GN=Slc12a9 PE=1 SV=2	23	23	1.000	10	13	10	13	10.000	13.000	10	620913.5927720001	550747.625	552030.350097	649013.0063479999	603526.093752	604894.863281	511833.248535	670545.9189469999	477587.818359	575941.2150900001	5982.775390999999	13	1008023.2685540001	905669.6582020001	978286.9228519999	1074647.299806	1001083.682616	863175.135742	920214.0146499999	1071599.628906	863612.429687	932714.4492170002	17035.60431
5344	1	sp|Q99MR6|SRRT_MOUSE	 	 	 	 	40.3	875	100451	Serrate RNA effector molecule homolog OS=Mus musculus OX=10090 GN=Srrt PE=1 SV=1	92	92	1.000	43	49	43	49	43.000	49.000	43	3588726.38965	3695027.9816900003	4350268.040284	4607640.687259001	4392235.278198	4295160.178952	4181871.661623	4118303.010255	4515767.087647	4166321.424317	164137.77148400003	49	8384885.024905002	8616005.629394	9945363.735839998	10230795.086914001	10052782.887209	9835937.704591999	9916123.509277	9400559.199707	10551090.475585002	9581560.900391001	126302.528503
5345	1	sp|Q99MR8|MCCA_MOUSE	 	 	 	 	37.0	717	79343	Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial OS=Mus musculus OX=10090 GN=Mccc1 PE=1 SV=2	60	60	1.000	35	25	35	25	35.000	25.000	35	2074047.6337939997	1910277.4653349998	2385589.0131850005	2444004.378905	2278198.489016	2187496.7995620007	2344749.252444001	2246847.985108	2265623.3051770004	2188590.4077149993	64518.750612	25	3947046.676271	3694962.0654289997	4417522.144532001	4778930.378907001	4415860.909181001	4224878.749024	4677071.264648	4244378.082764	4134143.455079	4308379.131837001	52260.513915999996
5346	1	sp|Q99MS3|MP17L_MOUSE	 	 	 	 	7.7	194	22179	Mpv17-like protein OS=Mus musculus OX=10090 GN=Mpv17l PE=1 SV=2	2	2	1.000	2	0	2	0	2.000	0.000	2	83180.23828199999	89256.753906	98109.85937399999	122373.710938	119989.554687	103079.464844	125896.26562600001	101052.707032	111943.867188	106823.09375	150.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5347	1	sp|Q99MU3|DSRAD_MOUSE	 	 	 	 	6.8	1178	130446	Double-stranded RNA-specific adenosine deaminase OS=Mus musculus OX=10090 GN=Adar PE=1 SV=2	16	16	1.000	7	9	7	9	7.000	9.000	7	238081.085939	226631.32812500003	225368.804687	290915.65136499994	252240.59375	242082.083985	236917.501953	281484.173829	246610.742675	234918.979981	3565.8508300000003	9	873583.082032	842397.606446	908899.277344	1031125.7558599999	889644.529297	941555.216797	941673.347656	1105977.115236	908373.103516	941588.273439	11448.542969
5348	1	sp|Q99MZ7|PECR_MOUSE	 	 	 	 	6.6	303	32410	Peroxisomal trans-2-enoyl-CoA reductase OS=Mus musculus OX=10090 GN=Pecr PE=1 SV=1	3	3	1.000	2	1	2	1	2.000	1.000	2	72160.888672	51206.647461	60293.762695	69809.759766	57219.897461	63450.139648	66583.230468	70354.455078	66050.140625	62697.044922	4476.991211	1	118911.328125	96380.28125	101711.648438	96914.773438	103198.601563	129076.57031300002	120506.60156300002	127740.92968800002	113986.71093800002	113970.55468800002	150.0
5349	1	sp|Q99N28|CADM3_MOUSE	 	 	 	 	50.5	396	42964	Cell adhesion molecule 3 OS=Mus musculus OX=10090 GN=Cadm3 PE=1 SV=1	102	102	1.000	45	57	45	57	45.000	57.000	45	15381557.385739	16637472.812012	19396559.639892	20319716.390626002	20384552.242433	18502323.064453997	19660750.276368	18207168.490968	20463967.371096	17753753.542236	741793.4641120002	57	29136836.175352994	30862275.583495002	37069643.750001006	38513417.299195	38279439.148802005	34073043.30761899	35638821.57958999	33787824.408206	39304535.574708	32802105.633731995	1015489.8981310001
5350	1	sp|Q99N57|RAF1_MOUSE	 	 	sp|P04627|ARAF_MOUSE, sp|P28028|BRAF_MOUSE, sp|Q99N57|RAF1_MOUSE	 	15.0	648	72917	RAF proto-oncogene serine/threonine-protein kinase OS=Mus musculus OX=10090 GN=Raf1 PE=1 SV=2	19	4	0.211	10	9	4	0	4.748	0.000	4	67872.87207	71737.038085	97759.490234	96733.62792999999	91101.746093	84289.251953	84024.591798	92412.542968	87694.776367	80794.31933700001	1483.19812	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5351	1	sp|Q99N84|RT18B_MOUSE	 	 	 	 	33.5	254	28702	28S ribosomal protein S18b, mitochondrial OS=Mus musculus OX=10090 GN=Mrps18b PE=1 SV=1	5	5	1.000	2	3	2	3	2.000	3.000	2	40537.959471999995	47044.699707	47221.967773	53092.506348	51265.69336	48095.161132	51260.601074000006	53583.703613	53074.921875	55081.719725999996	1797.691528	3	160240.208985	147629.94336	151450.59375	174661.371094	170362.433594	154946.183594	189964.515625	161395.914063	156910.46289	150570.779297	2515.400635
5352	1	sp|Q99N87|RT05_MOUSE	 	 	 	 	12.3	432	48206	28S ribosomal protein S5, mitochondrial OS=Mus musculus OX=10090 GN=Mrps5 PE=1 SV=1	10	10	1.000	4	6	4	6	4.000	6.000	4	119812.417968	105905.150391	117904.078125	137905.828125	121180.023437	121458.03125100001	139138.564453	136975.185547	134256.296875	136882.544921	6542.46631	6	795140.0273440001	736318.609375	953280.5117190001	978836.257812	810847.375	888463.132813	925547.296875	972474.156251	969102.6054690001	892906.085937	10431.936645
5353	1	sp|Q99N89|RM43_MOUSE	 	 	 	 	17.5	183	20203	39S ribosomal protein L43, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl43 PE=1 SV=1	6	6	1.000	3	3	3	3	3.000	3.000	3	145052.332031	142052.949218	171548.574218	200572.546876	180637.249999	158493.414062	178039.519531	170073.328125	160408.539063	165196.421875	4157.137451	3	344730.554688	342353.65625	341314.792969	345095.728516	357053.875001	354125.800782	338488.929687	358850.320312	340333.507812	363338.367188	2508.2495120000003
5354	1	sp|Q99N92|RM27_MOUSE	 	 	 	 	24.3	148	15944	39S ribosomal protein L27, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl27 PE=1 SV=1	4	4	1.000	3	1	3	1	3.000	1.000	3	407519.335938	365132.402344	418319.644531	497218.558594	461183.4375	459518.75	465832.699219	499270.28125	431441.503906	490385.28125	18149.477051	1	728902.75	583578.4375	694109.0	736559.25	624806.75	623434.3125	700312.375	772965.8125	612492.0625	749821.9375	20394.751953
5355	1	sp|Q99N93|RM16_MOUSE	 	 	 	 	24.7	251	28803	39S ribosomal protein L16, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl16 PE=1 SV=1	5	5	1.000	1	4	1	4	1.000	4.000	1	11462.255859	9678.959961	11984.464844	10560.383789	11432.963867	12292.280273	13614.664062	12307.765625	11656.772461	12079.481445	150.0	4	84191.900391	89968.109375	92115.40625	87511.46923799999	94964.141602	86095.881836	92373.831055	77479.18457	83506.108887	88840.668946	869.363464
5356	1	sp|Q99N94|RM09_MOUSE	 	 	 	 	12.5	265	30244	39S ribosomal protein L9, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl9 PE=1 SV=2	5	4	0.800	3	2	2	2	3.000	2.000	2	74737.511719	58902.738281	65841.617188	89157.746094	77138.978516	70517.957031	85129.998047	68740.164062	67985.887695	76603.82812499999	150.0	2	181501.9375	159280.070313	164074.230469	211960.898437	150348.828124	160352.304687	186577.875	202418.875	193878.871094	192668.273438	150.0
5357	1	sp|Q99N95|RM03_MOUSE	 	 	 	 	23.9	348	39109	39S ribosomal protein L3, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl3 PE=1 SV=1	11	11	1.000	5	6	5	6	5.000	6.000	5	562017.128907	542352.875	572854.179689	643505.9804700001	618097.820312	603703.3164070001	661595.3554690001	629781.9804690001	611497.2851580001	619400.523438	9194.183838	6	1062694.7265630001	1117957.296875	1113578.7890619999	1232463.8671869999	1218042.5	1157544.1171880001	1325973.4921869999	1172485.125	1221107.3125	1335087.7578130001	24522.889648999997
5358	1	sp|Q99N96|RM01_MOUSE	 	 	 	 	27.7	336	37596	39S ribosomal protein L1, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl1 PE=1 SV=2	15	15	1.000	7	8	7	8	7.000	8.000	7	463119.27148500003	429988.863281	516765.667969	557765.648439	518034.773438	491747.19336	544652.105468	501694.484377	511884.253908	531798.023438	17471.395631000003	8	1063843.9101570002	957672.697266	1120854.562501	1194935.4414070002	1135721.25586	1181828.798829	1153073.826172	1198365.5878909999	1044529.0976570001	1142414.455079	10927.65332
5359	1	sp|Q99NB1|ACS2L_MOUSE	 	 	 	 	32.7	682	74622	Acetyl-coenzyme A synthetase 2-like, mitochondrial OS=Mus musculus OX=10090 GN=Acss1 PE=1 SV=1	45	45	1.000	24	21	24	21	24.000	21.000	24	878520.453126	930509.6308609999	968151.7124020001	1213482.9536140002	1012252.9472650001	1016966.526366	1017448.8535150001	1087685.784668	957036.705081	1029810.2475589999	26882.219603999998	21	1860636.7712400001	1866616.2729510004	2113755.7836919995	2412339.981445	2043569.8071289998	2087605.0537100001	2003028.10376	2282993.933594	1937813.345215	2236621.2172850003	20217.656737999998
5360	1	sp|Q99NB8|UBQL4_MOUSE	 	 	sp|Q8R317|UBQL1_MOUSE, sp|Q99NB8|UBQL4_MOUSE, sp|Q9QZM0|UBQL2_MOUSE	 	18.8	596	63505	Ubiquilin-4 OS=Mus musculus OX=10090 GN=Ubqln4 PE=1 SV=1	31	15	0.484	18	13	6	9	7.600	9.750	6	242224.15527500003	245362.572266	265833.664063	289105.789062	290713.964844	278580.57617300004	287294.634765	292620.271486	294386.142578	311403.99804800004	7022.415526999999	9	745893.504882	694300.796874	768081.4873040001	827653.786132	791342.0532229999	752150.512208	785451.549315	779749.988282	823551.938477	820467.392578	10523.077148
5361	1	sp|Q99NB9|SF3B1_MOUSE	 	 	 	 	47.5	1304	145815	Splicing factor 3B subunit 1 OS=Mus musculus OX=10090 GN=Sf3b1 PE=1 SV=1	148	148	1.000	69	79	69	79	69.000	79.000	69	4352557.964356001	4405484.303715001	5369210.581057001	5513371.394048998	5394514.215822001	5141889.811521001	5206722.152832998	4992786.555177	5427688.592774999	5024232.60303	162372.18175999998	79	11058021.254395997	10966798.937012002	13170610.125977999	13886224.402591998	13171862.532227999	12393867.454101996	12972240.071287	11823275.056397	13202067.060060998	12458651.091557996	218822.153562
5362	1	sp|Q99NE5|RIMS1_MOUSE	 	 	sp|Q99NE5|RIMS1_MOUSE, sp|Q9EQZ7|RIMS2_MOUSE	 	39.4	1463	163159	Regulating synaptic membrane exocytosis protein 1 OS=Mus musculus OX=10090 GN=Rims1 PE=1 SV=2	96	92	0.958	53	43	51	41	52.478	42.302	51	2801094.856690001	2441197.034056	2809157.291257001	3499929.3537620003	3260434.665039001	3013540.005618001	3123235.491332	2920834.438355999	3098335.3122539995	2852289.7529320004	102298.625365	41	3742833.045046	3167222.1674810005	3341222.6283550006	4648974.359258002	4047731.6196320006	3752164.9299920006	3944578.184938	3727764.354128	3950189.4490960003	3430694.0009779995	76120.66479500002
5363	1	sp|Q99NG0|ARIP4_MOUSE	 	 	 	 	1.0	1466	162539	Helicase ARIP4 OS=Mus musculus OX=10090 GN=Rad54l2 PE=1 SV=1	2	2	1.000	2	0	2	0	2.000	0.000	2	259324.070313	265448.96875	275084.132812	330007.859375	326083.632813	266215.898438	324385.015625	344729.515625	308398.523437	201717.234376	9209.181641	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5364	1	sp|Q99NH0|ANR17_MOUSE	 	 	sp|Q99NH0|ANR17_MOUSE, tr|E9PUR0|E9PUR0_MOUSE	 	11.7	2603	274210	Ankyrin repeat domain-containing protein 17 OS=Mus musculus OX=10090 GN=Ankrd17 PE=1 SV=2	34	21	0.618	16	18	9	12	13.500	16.000	9	125489.257567	115260.009398	137239.489257	141535.150148	142197.703856	129650.43164000001	132355.78723199997	141039.531616	138217.155641	140936.411865	1739.2130129999998	12	479408.281738	453168.133789	561258.341309	634038.9501980001	589688.788575	540274.149414	536850.13965	594079.304201	576588.4487320001	606718.9428719999	150.0
5365	1	sp|Q99NH2|PARD3_MOUSE	 	 	 	 	6.5	1333	149073	Partitioning defective 3 homolog OS=Mus musculus OX=10090 GN=Pard3 PE=1 SV=2	9	9	1.000	4	5	4	5	4.000	5.000	4	71692.78125	63303.125488	65687.59716800001	72048.805664	75663.352539	64062.114258	76264.32128799999	66531.580078	65949.865234	61600.666504	150.0	5	491495.164063	432571.382325	553519.0673819999	585307.5117190001	536361.731446	520882.550293	545378.827149	475472.010255	547805.309571	519216.400391	1255.154663
5366	1	sp|Q99P31|HPBP1_MOUSE	 	 	 	 	31.9	357	39166	Hsp70-binding protein 1 OS=Mus musculus OX=10090 GN=Hspbp1 PE=1 SV=1	15	15	1.000	9	6	9	6	9.000	6.000	9	333091.34179800004	275722.811033	306982.581054	350759.0722670001	339841.56836000003	308095.686037	314614.457032	349006.3222660001	321419.125977	345401.85547199997	14022.019348	6	387812.115235	355572.949219	445836.177734	459029.995116	425983.55664100003	400914.576173	414986.582031	487511.046875	437693.232421	462013.855468	18961.620117000002
5367	1	sp|Q99P47|CNTP4_MOUSE	 	 	 	 	13.0	1310	144729	Contactin-associated protein-like 4 OS=Mus musculus OX=10090 GN=Cntnap4 PE=1 SV=2	29	29	1.000	18	11	18	11	18.000	11.000	18	716098.455078	744576.104981	854473.620605	1014814.19092	956596.4340830001	911663.046387	873205.0097650001	863619.421142	897096.784669	823849.0048839999	25929.98999	11	833576.517577	830242.2421889999	977980.28418	1134644.3652340001	1150463.0673830002	979351.617187	953845.929688	1031405.251953	1053689.819338	1011022.9287119999	9626.645752
5368	1	sp|Q99P58|RB27B_MOUSE	 	 	 	 	31.2	218	24560	Ras-related protein Rab-27B OS=Mus musculus OX=10090 GN=Rab27b PE=1 SV=3	5	5	1.000	4	1	4	1	4.000	1.000	4	243205.837891	224098.574218	197729.792969	259535.828125	195088.404297	224198.61718800003	203427.623047	374405.8125	210981.523437	286091.000001	9037.724366	1	15117.875977000002	13644.132812	10892.46875	10084.575195	13944.96875	12860.19043	12374.741211	26321.572266	19529.693359	19618.958984	150.0
5369	1	sp|Q99P72|RTN4_MOUSE	 	 	 	 	62.7	1162	126612	Reticulon-4 OS=Mus musculus OX=10090 GN=Rtn4 PE=1 SV=2	241	241	1.000	112	129	112	129	112.000	129.000	112	16835055.342775002	14507651.104733996	16823131.403811004	17699159.959232002	16929431.640632994	15769398.458739001	17761432.121096	17262247.072267998	17327613.177249	16566158.826172005	658817.8356940002	129	33579551.39551	29266723.399173994	33301633.091312993	35027476.03698501	34178401.925296	31564354.611941	34341899.405274004	34165502.589844	34610058.03857199	32908954.027832992	620992.6304339999
5370	1	sp|Q99P88|NU155_MOUSE	 	 	 	 	14.7	1391	155116	Nuclear pore complex protein Nup155 OS=Mus musculus OX=10090 GN=Nup155 PE=1 SV=1	32	32	1.000	17	15	17	15	17.000	15.000	17	809278.010255	816730.6230459999	936228.545899	973728.2783239998	924778.028322	874130.4355470001	863265.823243	880505.891602	940156.9843760001	869902.156739	18958.128052000004	15	1844430.371582	1769213.853273	2116120.6579589997	2279311.345216	2265540.17383	2134771.526856	2095388.2119149999	2020835.237551	2078161.281739	2010903.418456	59482.183595
5371	1	sp|Q99PD7|NCKX3_MOUSE	 	 	 	 	5.6	645	71941	Sodium/potassium/calcium exchanger 3 OS=Mus musculus OX=10090 GN=Slc24a3 PE=1 SV=3	7	7	1.000	5	2	5	2	5.000	2.000	5	146971.066407	151482.014649	284948.04809500003	184245.574707	162885.84814500003	176566.580811	164457.22583100005	174777.913086	180533.476074	162011.20166000005	7288.780273	2	69523.429688	58201.42175300001	110215.71716400002	88556.32837	93780.44574	93609.427246	90803.410157	93005.820312	90907.540039	81839.108643	4765.299805
5372	1	sp|Q99PG2|OGFR_MOUSE	 	 	 	 	41.2	633	70679	Opioid growth factor receptor OS=Mus musculus OX=10090 GN=Ogfr PE=1 SV=1	28	28	1.000	13	15	13	15	13.000	15.000	13	807409.029052	765177.782717	938399.444336	958397.499513	985350.2758790001	885043.194582	880528.7148429999	900150.92041	905070.336426	883710.338623	26307.449462999997	15	2265512.088377	2260231.930665	2671437.2758790003	2687712.614747	2694789.345703	2382696.529786	2431923.171874	2448262.539552	2372912.341797	2406266.822753	46926.673582999996
5373	1	sp|Q99PH1|LRRC4_MOUSE	 	 	sp|P0C192|LRC4B_MOUSE, sp|Q99PH1|LRRC4_MOUSE	 	9.2	652	72619	Leucine-rich repeat-containing protein 4 OS=Mus musculus OX=10090 GN=Lrrc4 PE=1 SV=2	8	3	0.375	3	5	1	2	1.167	2.857	1	29975.917969	24181.896484	33618.335938	38293.644531	34878.25	28236.369141000003	30085.556641000003	34597.46875	27850.324219	29024.880858999997	150.0	2	43617.765137	43573.897461	52264.017578	55208.169922	55461.775391	60950.905273000004	51132.304688000004	54586.378906	54518.353515999996	58797.933592999994	150.0
5374	1	sp|Q99PI5|LPIN2_MOUSE	 	 	sp|Q91ZP3|LPIN1_MOUSE, sp|Q99PI5|LPIN2_MOUSE	 	2.4	893	99611	Phosphatidate phosphatase LPIN2 OS=Mus musculus OX=10090 GN=Lpin2 PE=1 SV=2	2	1	0.500	0	2	0	1	0.000	1.500	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	18099.662109	18742.162109	21791.601562	24176.626953	17032.832031	19387.859375	20271.0	21137.748047	19357.080078	22451.884766	150.0
5375	1	sp|Q99PI8|RTN4R_MOUSE	 	 	 	 	9.7	473	50987	Reticulon-4 receptor OS=Mus musculus OX=10090 GN=Rtn4r PE=1 SV=1	3	3	1.000	0	3	0	3	0.000	3.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3	36776.681639999995	35535.722657	36593.696289	50854.633789	42010.168945	43507.413086	40314.21875	40194.240234	43921.28125	37008.805664	150.0
5376	1	sp|Q99PJ0|NTRI_MOUSE	 	 	sp|Q99PJ0|NTRI_MOUSE, tr|G5E8G3|G5E8G3_MOUSE	 	49.4	344	37984	Neurotrimin OS=Mus musculus OX=10090 GN=Ntm PE=1 SV=2	162	133	0.821	73	89	56	77	69.222	87.267	56	8956524.404299	10089456.597413	10957258.447755	12587023.260253998	11575746.660157997	11016395.189205	11481095.742184998	10845601.990479002	11813581.273441	11075962.918211998	351069.05712899996	77	19091691.50891	20770034.793092	23590896.425171	26869881.524231996	25179877.658689994	22458150.985107	24346807.712770995	22902344.214235	25613850.570864003	23365280.460694	251474.85663
5377	1	sp|Q99PL5|RRBP1_MOUSE	 	 	 	 	57.8	1605	172877	Ribosome-binding protein 1 OS=Mus musculus OX=10090 GN=Rrbp1 PE=1 SV=2	133	133	1.000	68	65	68	65	68.000	65.000	68	4326785.577395001	3578500.166448	4630647.05542	4286190.528566	4498374.736576001	3477581.9304199996	4142683.2541540004	3881552.4598399997	4112033.311401	3673982.2492690003	118839.985535	65	6537493.992189002	5621143.971682	6997055.903808999	6662786.366695	6617586.401859002	5710414.696900999	6201332.6016810015	6219056.989992	6075252.194580002	5884717.0297840005	130850.282897
5378	1	sp|Q99PL6|UBXN6_MOUSE	 	 	 	 	57.2	442	49795	UBX domain-containing protein 6 OS=Mus musculus OX=10090 GN=Ubxn6 PE=1 SV=1	51	51	1.000	24	27	24	27	24.000	27.000	24	1998764.957278	1937394.5451680003	2196197.9072280005	2444382.5307650003	2340907.119017	2168180.525881001	2287982.09473	2346296.6318369997	2219564.281982	2219291.9594730004	82763.868041	27	3744060.981445	3655310.2490240005	4354014.347659001	4583724.620118	4137034.965334	4083326.4863279997	4128577.412111	4282561.311524	4194281.7402380006	4234161.537112	35533.734742
5379	1	sp|Q99PP7|TRI33_MOUSE	 	 	sp|Q64127|TIF1A_MOUSE, sp|Q99PP7|TRI33_MOUSE	 	6.2	1142	123841	E3 ubiquitin-protein ligase TRIM33 OS=Mus musculus OX=10090 GN=Trim33 PE=1 SV=2	10	9	0.900	6	4	5	4	6.000	4.000	5	110080.86035100001	97710.844726	112154.55664099999	130587.503906	115827.089844	113360.65039200001	112099.38574299999	105550.275391	114497.964843	105944.033204	4568.690064	4	916450.384765	778751.13086	889899.107422	992260.564453	904173.455078	923631.998046	837629.337891	909596.001953	821117.474609	828685.626953	7826.9655760000005
5380	1	sp|Q99PT1|GDIR1_MOUSE	 	 	 	 	53.4	204	23407	Rho GDP-dissociation inhibitor 1 OS=Mus musculus OX=10090 GN=Arhgdia PE=1 SV=3	97	97	1.000	48	49	48	49	48.000	49.000	48	9230168.622072998	8305829.865724001	9829871.521482	10091284.093748998	9403697.160640001	8971783.150391001	9545884.091309	10087274.658691	9471823.089355	9297346.03174	263139.1707759999	49	20243722.725095008	16701634.085449003	19874317.346801	21182883.993895005	19656689.005371	18953488.746948004	19900995.372067	20707065.350587998	19543924.598205	18711657.384887997	336418.530516
5381	1	sp|Q99PU5|ACBG1_MOUSE	 	 	 	 	52.4	721	80425	Long-chain-fatty-acid--CoA ligase ACSBG1 OS=Mus musculus OX=10090 GN=Acsbg1 PE=1 SV=1	202	202	1.000	101	101	101	101	101.000	101.000	101	13449932.043703	12702395.000742001	15073638.255615996	15553249.693362	14565871.402590001	13982023.850589	15889219.049807997	13312251.17334599	15318263.998783994	14093506.405279	485967.3537590001	101	44841361.75879099	43303592.151487	50243165.21326	52866543.669190004	48468706.170045	46243575.88720899	50271822.60424899	42774642.98522899	51906243.19738801	47542263.524537995	1111648.816346
5382	1	sp|Q99PU8|DHX30_MOUSE	 	 	 	 	27.9	1217	136667	ATP-dependent RNA helicase DHX30 OS=Mus musculus OX=10090 GN=Dhx30 PE=1 SV=1	36	36	1.000	15	21	15	21	15.000	21.000	15	719853.937499	614224.591796	724118.856446	829722.274414	746111.8476590001	709343.2216799998	759258.7480469999	757374.1152329999	728739.335937	740864.9902349999	8646.187011	21	2064245.326905	1839718.3891609996	1965571.320801	2255192.3071280005	2173135.637209	2038754.9157720006	2056664.711428	2291021.9458029997	2187919.4189460003	2209332.546875	28153.372314
5383	1	sp|Q99PV0|PRP8_MOUSE	 	 	 	 	39.3	2335	273613	Pre-mRNA-processing-splicing factor 8 OS=Mus musculus OX=10090 GN=Prpf8 PE=1 SV=2	169	169	1.000	76	93	76	93	76.000	93.000	76	5273346.734865999	5186119.912353999	5870726.080933999	6674929.632938003	6548373.406494	5944621.138673999	6038233.927737	5816320.139281	6491199.408693001	5895032.447267	220293.02698099994	93	14329478.190189997	13935277.398316996	15547253.579346	17692974.488035	17346154.586669	15636365.175903996	15722419.032716997	15817565.344972992	17204575.344239995	15756023.214846998	341304.18676699995
5384	1	sp|Q99PW4|PRPKB_MOUSE	 	 	sp|Q99PW4|PRPKB_MOUSE, tr|Q5U452|Q5U452_MOUSE	 	13.1	244	27393	EKC/KEOPS complex subunit Tp53rkb OS=Mus musculus OX=10090 GN=Tp53rkb PE=2 SV=1	5	1	0.200	1	4	0	1	0.000	2.500	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	12179.238281	9609.699219	14429.56543	12298.666992	13166.898438	11822.146484	15986.237305	11423.527344	12890.319336	14198.025391	150.0
5385	1	sp|Q99PW8|KIF17_MOUSE	 	 	sp|O35066|KIF3C_MOUSE, sp|Q61771|KIF3B_MOUSE, sp|Q99PW8|KIF17_MOUSE, sp|Q9QXL1|KI21B_MOUSE, sp|Q9QXL2|KI21A_MOUSE	 	2.0	1038	116372	Kinesin-like protein KIF17 OS=Mus musculus OX=10090 GN=Kif17 PE=1 SV=1	6	3	0.500	3	3	1	2	1.074	2.055	1	145801.15625	137549.078125	158605.046875	166802.328125	160031.59375	165503.609375	178541.046875	171982.15625	158977.671875	144401.296875	5970.419922	2	438595.900635	414053.098145	481978.290039	461914.262207	446793.694336	465402.289551	427857.743164	431276.779297	388407.631836	414869.963379	150.0
5386	1	sp|Q9BCZ4|SELS_MOUSE	 	 	 	 	30.0	190	21509	Selenoprotein S OS=Mus musculus OX=10090 GN=Selenos PE=1 SV=3	9	9	1.000	3	6	3	6	3.000	6.000	3	49927.074708	52307.649902000005	68537.067138	59304.947509	66443.878906	52693.510742	54652.003906	49634.936524000004	51324.934082	56589.90332	1584.961914	6	419097.891603	366375.339843	426108.350586	445206.022949	454246.149414	406299.320312	404908.500002	390348.017091	405856.202636	424400.975586	150.0
5387	1	sp|Q9CPP6|NDUA5_MOUSE	 	 	 	 	65.5	116	13360	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5 OS=Mus musculus OX=10090 GN=Ndufa5 PE=1 SV=3	73	73	1.000	22	51	22	51	22.000	51.000	22	8625529.049439	7715085.468017	9827126.49756	9958242.020752	9152244.253175002	9198913.394287001	10311236.561401999	9501639.489500001	8867172.387207	9161349.139403999	259717.33581600004	51	16887076.502685	15995073.914552	20501840.401366003	19041612.118410997	18279498.360839	19413583.863771003	21751888.338620998	19878497.334840003	17761756.79712	19342587.978759006	312670.93017400004
5388	1	sp|Q9CPQ1|COX6C_MOUSE	 	 	 	 	47.4	76	8469	Cytochrome c oxidase subunit 6C OS=Mus musculus OX=10090 GN=Cox6c PE=1 SV=3	62	62	1.000	36	26	36	26	36.000	26.000	36	16707052.317873996	14448086.94751	20278440.055056002	19633219.645021997	18251996.965332	18521893.091309004	21294186.549804997	17974655.55127	17241954.210935004	18539593.325684004	649493.911134	26	20041844.711427998	17970385.753174998	22199167.469236996	22321119.152834002	20455448.151367	21076002.434570998	23918302.097657003	20754996.293458	19372739.968749	20312004.641601995	126854.18554700002
5389	1	sp|Q9CPQ3|TOM22_MOUSE	 	 	 	 	62.0	142	15537	Mitochondrial import receptor subunit TOM22 homolog OS=Mus musculus OX=10090 GN=Tomm22 PE=1 SV=3	23	23	1.000	6	17	6	17	6.000	17.000	6	684452.728517	687943.789063	871338.399414	842596.647461	847916.0625000001	858571.3994130001	858019.5634760001	851711.902344	752857.875	864415.8720699999	2843.04541	17	1118522.1346439999	1251914.722167	1613951.514773	1549051.256593	1494213.7797870003	1515658.0678700004	1464987.532958	1404051.5609129998	1380485.4836419998	1613027.28247	8352.593627999999
