PAW protein_summary_9 results file
written: Mon Feb 13 18:35:51 2023

 	=subtotal(109,B6:B7162)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	x
6209.0	1	sp|Q9ET77|JPH3_MOUSE	 	28.2	744	81228	Junctophilin-3 OS=Mus musculus OX=10090 GN=Jph3 PE=1 SV=1	37	36	0.973	18	19	18	18	18.000	18.947	sp|Q9ET77|JPH3_MOUSE, sp|Q9ET78|JPH2_MOUSE
6210.0	1	sp|Q9ET78|JPH2_MOUSE	 	5.5	696	74691	Junctophilin-2 OS=Mus musculus OX=10090 GN=Jph2 PE=1 SV=2	2	1	0.500	0	2	0	1	0.000	1.053	sp|Q9ET77|JPH3_MOUSE, sp|Q9ET78|JPH2_MOUSE
6211.0	1	sp|Q9ET80|JPH1_MOUSE	 	18.6	660	71904	Junctophilin-1 OS=Mus musculus OX=10090 GN=Jph1 PE=1 SV=1	13	13	1.000	5	8	5	8	5.000	8.000	 
6212.0	1	sp|Q9JHE7|TSSC4_MOUSE	 	11.7	317	33569	Protein TSSC4 OS=Mus musculus OX=10090 GN=Tssc4 PE=1 SV=1	6	6	1.000	2	4	2	4	2.000	4.000	 
6213.0	1	sp|Q9JHG0|CBLN3_MOUSE	 	21.3	197	21077	Cerebellin-3 OS=Mus musculus OX=10090 GN=Cbln3 PE=1 SV=1	17	17	1.000	9	8	9	8	9.000	8.000	 
6214.0	1	sp|Q9JHG6|RCAN1_MOUSE	 	12.0	251	28136	Calcipressin-1 OS=Mus musculus OX=10090 GN=Rcan1 PE=1 SV=2	4	4	1.000	1	3	1	3	1.000	3.000	 
6215.0	1	sp|Q9JHI5|IVD_MOUSE	 	54.0	424	46325	Isovaleryl-CoA dehydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Ivd PE=1 SV=1	83	83	1.000	41	42	41	42	41.000	42.000	 
6216.0	1	sp|Q9JHJ0|TMOD3_MOUSE	 	29.5	352	39502	Tropomodulin-3 OS=Mus musculus OX=10090 GN=Tmod3 PE=1 SV=1	21	17	0.810	8	13	6	11	6.162	11.289	sp|P49813|TMOD1_MOUSE, sp|Q9JHJ0|TMOD3_MOUSE, sp|Q9JKK7|TMOD2_MOUSE
6217.0	1	sp|Q9JHK4|PGTA_MOUSE	 	47.8	567	64989	Geranylgeranyl transferase type-2 subunit alpha OS=Mus musculus OX=10090 GN=Rabggta PE=1 SV=1	68	68	1.000	35	33	35	33	35.000	33.000	 
6218.0	1	sp|Q9JHL1|NHRF2_MOUSE	 	63.2	337	37402	Na(+)/H(+) exchange regulatory cofactor NHE-RF2 OS=Mus musculus OX=10090 GN=Slc9a3r2 PE=1 SV=2	46	46	1.000	21	25	21	25	21.000	25.000	 
6219.0	1	sp|Q9JHQ5|LZTL1_MOUSE	 	42.8	299	34773	Leucine zipper transcription factor-like protein 1 OS=Mus musculus OX=10090 GN=Lztfl1 PE=1 SV=1	46	46	1.000	22	24	22	24	22.000	24.000	 
6220.0	1	sp|Q9JHR7|IDE_MOUSE	 	35.7	1019	117771	Insulin-degrading enzyme OS=Mus musculus OX=10090 GN=Ide PE=1 SV=1	67	66	0.985	30	37	29	37	30.000	37.000	REV_A0A571BEV2, sp|Q9JHR7|IDE_MOUSE
6221.0	1	sp|Q9JHR9|NRIP2_MOUSE	 	33.7	270	29284	Nuclear receptor-interacting protein 2 OS=Mus musculus OX=10090 GN=Nrip2 PE=1 SV=2	16	16	1.000	7	9	7	9	7.000	9.000	 
6222.0	1	sp|Q9JHS3|LTOR2_MOUSE	 	52.8	125	13480	Ragulator complex protein LAMTOR2 OS=Mus musculus OX=10090 GN=Lamtor2 PE=1 SV=1	17	17	1.000	9	8	9	8	9.000	8.000	 
6223.0	1	sp|Q9JHS4|CLPX_MOUSE	 	24.3	634	69228	ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial OS=Mus musculus OX=10090 GN=Clpx PE=1 SV=2	28	28	1.000	12	16	12	16	12.000	16.000	 
6224.0	1	sp|Q9JHS9|CWC15_MOUSE	 	23.1	229	26624	Spliceosome-associated protein CWC15 homolog OS=Mus musculus OX=10090 GN=Cwc15 PE=1 SV=1	17	17	1.000	9	8	9	8	9.000	8.000	 
6225.0	1	sp|Q9JHU2|PALMD_MOUSE	 	18.0	551	62699	Palmdelphin OS=Mus musculus OX=10090 GN=Palmd PE=1 SV=1	8	8	1.000	5	3	5	3	5.000	3.000	 
6226.0	1	sp|Q9JHU4|DYHC1_MOUSE	 	61.9	4644	532039	Cytoplasmic dynein 1 heavy chain 1 OS=Mus musculus OX=10090 GN=Dync1h1 PE=1 SV=2	1117	1117	1.000	537	580	537	580	537.000	580.000	 
6227.0	1	sp|Q9JHU9|INO1_MOUSE	 	12.6	557	60931	Inositol-3-phosphate synthase 1 OS=Mus musculus OX=10090 GN=Isyna1 PE=1 SV=1	15	15	1.000	8	7	8	7	8.000	7.000	 
6228.0	1	sp|Q9JHW2|NIT2_MOUSE	 	63.0	276	30501	Omega-amidase NIT2 OS=Mus musculus OX=10090 GN=Nit2 PE=1 SV=1	41	41	1.000	19	22	19	22	19.000	22.000	 
6229.0	1	sp|Q9JHW4|SELB_MOUSE	 	14.8	583	63538	Selenocysteine-specific elongation factor OS=Mus musculus OX=10090 GN=Eefsec PE=1 SV=2	6	6	1.000	4	2	4	2	4.000	2.000	 
6230.0	1	sp|Q9JHW9|AL1A3_MOUSE	 	5.5	512	56157	Aldehyde dehydrogenase family 1 member A3 OS=Mus musculus OX=10090 GN=Aldh1a3 PE=1 SV=1	11	0	0.000	6	5	0	0	0.000	0.000	sp|P24549|AL1A1_MOUSE, sp|P47738|ALDH2_MOUSE, sp|Q62148|AL1A2_MOUSE, sp|Q9CZS1|AL1B1_MOUSE, sp|Q9JHW9|AL1A3_MOUSE
6231.0	1	sp|Q9JI10|STK3_MOUSE	 	23.9	497	56855	Serine/threonine-protein kinase 3 OS=Mus musculus OX=10090 GN=Stk3 PE=1 SV=1	12	8	0.667	9	3	6	2	8.250	2.250	sp|Q9JI10|STK3_MOUSE, sp|Q9JI11|STK4_MOUSE
6232.0	1	sp|Q9JI11|STK4_MOUSE	 	22.4	487	55541	Serine/threonine-protein kinase 4 OS=Mus musculus OX=10090 GN=Stk4 PE=1 SV=1	12	8	0.667	5	7	2	6	2.750	6.750	sp|Q9JI10|STK3_MOUSE, sp|Q9JI11|STK4_MOUSE
6233.0	1	sp|Q9JI18|LRP1B_MOUSE	 	1.2	4599	513630	Low-density lipoprotein receptor-related protein 1B OS=Mus musculus OX=10090 GN=Lrp1b PE=1 SV=1	7	2	0.286	4	3	1	1	1.018	1.012	sp|Q91ZX7|LRP1_MOUSE, sp|Q9JI18|LRP1B_MOUSE
6234.0	1	sp|Q9JI19|FIBP_MOUSE	 	27.5	357	41204	Acidic fibroblast growth factor intracellular-binding protein OS=Mus musculus OX=10090 GN=Fibp PE=1 SV=1	14	14	1.000	7	7	7	7	7.000	7.000	 
6235.0	1	sp|Q9JI39|ABCBA_MOUSE	 	14.7	715	77187	ATP-binding cassette sub-family B member 10, mitochondrial OS=Mus musculus OX=10090 GN=Abcb10 PE=1 SV=1	13	13	1.000	7	6	7	6	7.000	6.000	 
6236.0	1	sp|Q9JI44|DMAP1_MOUSE	 	6.8	468	53129	DNA methyltransferase 1-associated protein 1 OS=Mus musculus OX=10090 GN=Dmap1 PE=1 SV=1	3	3	1.000	1	2	1	2	1.000	2.000	 
6237.0	1	sp|Q9JI46|NUDT3_MOUSE	 	65.5	168	19029	Diphosphoinositol polyphosphate phosphohydrolase 1 OS=Mus musculus OX=10090 GN=Nudt3 PE=1 SV=1	37	35	0.946	19	18	18	17	18.667	17.773	sp|P0C027|NUD10_MOUSE, sp|Q8R2U6|NUDT4_MOUSE, sp|Q9JI46|NUDT3_MOUSE
6238.0	1	sp|Q9JI57|GT2D1_MOUSE	 	1.8	1104	123482	General transcription factor II-I repeat domain-containing protein 1 OS=Mus musculus OX=10090 GN=Gtf2ird1 PE=2 SV=2	3	3	1.000	1	2	1	2	1.000	2.000	 
6239.0	1	sp|Q9JI59|JAM2_MOUSE	 	30.2	298	33047	Junctional adhesion molecule B OS=Mus musculus OX=10090 GN=Jam2 PE=1 SV=1	13	13	1.000	6	7	6	7	6.000	7.000	 
6240.0	1	sp|Q9JI75|NQO2_MOUSE	 	39.8	231	26248	Ribosyldihydronicotinamide dehydrogenase [quinone] OS=Mus musculus OX=10090 GN=Nqo2 PE=1 SV=3	15	15	1.000	8	7	8	7	8.000	7.000	 
6241.0	1	sp|Q9JI78|NGLY1_MOUSE	 	23.0	651	74274	Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase OS=Mus musculus OX=10090 GN=Ngly1 PE=1 SV=2	17	17	1.000	10	7	10	7	10.000	7.000	 
6242.0	1	sp|Q9JI90|RNF14_MOUSE	 	22.9	485	54926	E3 ubiquitin-protein ligase RNF14 OS=Mus musculus OX=10090 GN=Rnf14 PE=1 SV=2	33	33	1.000	15	18	15	18	15.000	18.000	 
6243.0	1	sp|Q9JI91|ACTN2_MOUSE	 	18.8	894	103832	Alpha-actinin-2 OS=Mus musculus OX=10090 GN=Actn2 PE=1 SV=2	48	2	0.042	21	27	0	2	0.000	2.599	sp|P57780|ACTN4_MOUSE, sp|Q7TPR4|ACTN1_MOUSE, sp|Q9JI91|ACTN2_MOUSE
6244.0	1	sp|Q9JI99|SGPP1_MOUSE	 	9.1	430	47744	Sphingosine-1-phosphate phosphatase 1 OS=Mus musculus OX=10090 GN=Sgpp1 PE=1 SV=1	8	8	1.000	4	4	4	4	4.000	4.000	 
6245.0	1	sp|Q9JIA1|LGI1_MOUSE	 	32.7	557	63643	Leucine-rich glioma-inactivated protein 1 OS=Mus musculus OX=10090 GN=Lgi1 PE=1 SV=1	82	82	1.000	46	36	46	36	46.000	36.000	 
6246.0	1	sp|Q9JIA7|SPHK2_MOUSE	 	12.0	617	65617	Sphingosine kinase 2 OS=Mus musculus OX=10090 GN=Sphk2 PE=1 SV=2	9	9	1.000	4	5	4	5	4.000	5.000	 
6247.0	1	sp|Q9JIB0|MOG1_MOUSE	 	15.7	185	20413	Ran guanine nucleotide release factor OS=Mus musculus OX=10090 GN=Rangrf PE=1 SV=1	3	3	1.000	3	0	3	0	3.000	0.000	 
6248.0	1	sp|Q9JID9|SH2B2_MOUSE	 	6.3	621	66557	SH2B adapter protein 2 OS=Mus musculus OX=10090 GN=Sh2b2 PE=1 SV=2	2	1	0.500	0	2	0	1	0.000	1.077	sp|Q91ZM2|SH2B1_MOUSE, sp|Q9JID9|SH2B2_MOUSE
6249.0	1	sp|Q9JIF0|ANM1_MOUSE	 	40.7	371	42435	Protein arginine N-methyltransferase 1 OS=Mus musculus OX=10090 GN=Prmt1 PE=1 SV=1	51	43	0.843	28	23	23	20	26.594	22.222	sp|Q6PAK3|ANM8_MOUSE, sp|Q9JIF0|ANM1_MOUSE
6250.0	1	sp|Q9JIF7|COPB_MOUSE	 	44.3	953	107065	Coatomer subunit beta OS=Mus musculus OX=10090 GN=Copb1 PE=1 SV=1	77	77	1.000	37	40	37	40	37.000	40.000	 
6251.0	1	sp|Q9JIG4|PPR3F_MOUSE	 	19.0	799	84119	Protein phosphatase 1 regulatory subunit 3F OS=Mus musculus OX=10090 GN=Ppp1r3f PE=1 SV=3	17	17	1.000	5	12	5	12	5.000	12.000	 
6252.0	1	sp|Q9JIG7|CCD22_MOUSE	 	34.9	627	70843	Coiled-coil domain-containing protein 22 OS=Mus musculus OX=10090 GN=Ccdc22 PE=1 SV=1	43	43	1.000	21	22	21	22	21.000	22.000	 
6253.0	1	sp|Q9JIG8|PRAF2_MOUSE	 	27.0	178	19478	PRA1 family protein 2 OS=Mus musculus OX=10090 GN=Praf2 PE=1 SV=1	16	16	1.000	6	10	6	10	6.000	10.000	 
6254.0	1	sp|Q9JIH2|NUP50_MOUSE	 	8.2	466	49485	Nuclear pore complex protein Nup50 OS=Mus musculus OX=10090 GN=Nup50 PE=1 SV=3	4	4	1.000	2	2	2	2	2.000	2.000	 
6255.0	1	sp|Q9JII1|INP5E_MOUSE	 	14.1	647	71914	Phosphatidylinositol polyphosphate 5-phosphatase type IV OS=Mus musculus OX=10090 GN=Inpp5e PE=1 SV=1	14	14	1.000	7	7	7	7	7.000	7.000	 
6256.0	1	sp|Q9JII5|DAZP1_MOUSE	 	30.3	406	43214	DAZ-associated protein 1 OS=Mus musculus OX=10090 GN=Dazap1 PE=1 SV=2	42	42	1.000	18	24	18	24	18.000	24.000	 
6257.0	1	sp|Q9JII6|AK1A1_MOUSE	 	65.2	325	36586	Aldo-keto reductase family 1 member A1 OS=Mus musculus OX=10090 GN=Akr1a1 PE=1 SV=3	89	85	0.955	45	44	42	43	44.211	43.843	sp|Q9DCT1|AKCL2_MOUSE, sp|Q9JII6|AK1A1_MOUSE
6258.0	1	sp|Q9JIK5|DDX21_MOUSE	 	30.6	851	93550	Nucleolar RNA helicase 2 OS=Mus musculus OX=10090 GN=Ddx21 PE=1 SV=3	35	33	0.943	16	19	15	18	15.789	18.857	sp|Q99MJ9|DDX50_MOUSE, sp|Q9JIK5|DDX21_MOUSE
6259.0	1	sp|Q9JIK9|RT34_MOUSE	 	31.2	218	25826	28S ribosomal protein S34, mitochondrial OS=Mus musculus OX=10090 GN=Mrps34 PE=1 SV=1	7	7	1.000	4	3	4	3	4.000	3.000	 
6260.0	1	sp|Q9JIM1|S29A1_MOUSE	 	6.1	460	50192	Equilibrative nucleoside transporter 1 OS=Mus musculus OX=10090 GN=Slc29a1 PE=1 SV=3	5	5	1.000	3	2	3	2	3.000	2.000	 
6261.0	1	sp|Q9JIP6|FZD2_MOUSE	 	2.8	570	64058	Frizzled-2 OS=Mus musculus OX=10090 GN=Fzd2 PE=2 SV=1	2	1	0.500	0	2	0	1	0.000	1.333	sp|O70421|FZD1_MOUSE, sp|Q9JIP6|FZD2_MOUSE
6262.0	1	sp|Q9JIQ3|DBLOH_MOUSE	 	16.5	237	26820	Diablo IAP-binding mitochondrial protein OS=Mus musculus OX=10090 GN=Diablo PE=1 SV=2	7	7	1.000	5	2	5	2	5.000	2.000	 
6263.0	1	sp|Q9JIS5|SV2A_MOUSE	 	29.8	742	82646	Synaptic vesicle glycoprotein 2A OS=Mus musculus OX=10090 GN=Sv2a PE=1 SV=1	175	164	0.937	82	93	75	89	79.605	91.942	sp|Q8BG39|SV2B_MOUSE, sp|Q9JIS5|SV2A_MOUSE
6264.0	1	sp|Q9JIS8|S12A4_MOUSE	 	14.3	1085	120623	Solute carrier family 12 member 4 OS=Mus musculus OX=10090 GN=Slc12a4 PE=1 SV=2	66	13	0.197	37	29	9	4	13.468	6.497	sp|Q91V14|S12A5_MOUSE, sp|Q924N4|S12A6_MOUSE, sp|Q9JIS8|S12A4_MOUSE, sp|Q9WVL3|S12A7_MOUSE
6265.0	1	sp|Q9JIW5|SMAD9_MOUSE	 	4.9	430	48636	Mothers against decapentaplegic homolog 9 OS=Mus musculus OX=10090 GN=Smad9 PE=1 SV=2	5	0	0.000	2	3	0	0	0.000	0.000	sp|P70340|SMAD1_MOUSE, sp|P97454|SMAD5_MOUSE, sp|Q62432|SMAD2_MOUSE, sp|Q8BUN5|SMAD3_MOUSE, sp|Q9JIW5|SMAD9_MOUSE
6266.0	1	sp|Q9JIW9|RALB_MOUSE	 	49.5	206	23349	Ras-related protein Ral-B OS=Mus musculus OX=10090 GN=Ralb PE=1 SV=1	81	8	0.099	23	58	4	4	8.000	18.400	sp|P63321|RALA_MOUSE, sp|Q9JIW9|RALB_MOUSE
6267.0	1	sp|Q9JIX0|ENY2_MOUSE	 	39.6	101	11528	Transcription and mRNA export factor ENY2 OS=Mus musculus OX=10090 GN=Eny2 PE=1 SV=1	11	11	1.000	6	5	6	5	6.000	5.000	 
6268.0	1	sp|Q9JIX8|ACINU_MOUSE	 	30.6	1338	150717	Apoptotic chromatin condensation inducer in the nucleus OS=Mus musculus OX=10090 GN=Acin1 PE=1 SV=3	95	94	0.989	48	47	48	46	48.000	47.000	sp|Q62377|U2AFM_MOUSE, sp|Q9JIX8|ACINU_MOUSE
6269.0	1	sp|Q9JIY0|PKHO1_MOUSE	 	9.1	408	45996	Pleckstrin homology domain-containing family O member 1 OS=Mus musculus OX=10090 GN=Plekho1 PE=1 SV=1	3	3	1.000	1	2	1	2	1.000	2.000	 
6270.0	1	sp|Q9JIY2|HAKAI_MOUSE	 	6.3	491	54444	E3 ubiquitin-protein ligase Hakai OS=Mus musculus OX=10090 GN=Cbll1 PE=1 SV=1	4	3	0.750	4	0	3	0	3.188	0.000	sp|Q91VM5|RMXL1_MOUSE, sp|Q9JIY2|HAKAI_MOUSE
6271.0	1	sp|Q9JIY5|HTRA2_MOUSE	 	35.4	458	49348	Serine protease HTRA2, mitochondrial OS=Mus musculus OX=10090 GN=Htra2 PE=1 SV=2	30	29	0.967	15	15	14	15	14.933	15.000	sp|A2RT60|HTRA4_MOUSE, sp|Q9JIY5|HTRA2_MOUSE
6272.0	1	sp|Q9JIZ9|PLS3_MOUSE	 	15.5	296	31802	Phospholipid scramblase 3 OS=Mus musculus OX=10090 GN=Plscr3 PE=1 SV=1	5	5	1.000	4	1	4	1	4.000	1.000	 
6273.0	1	sp|Q9JJ00|PLS1_MOUSE	 	13.4	328	35914	Phospholipid scramblase 1 OS=Mus musculus OX=10090 GN=Plscr1 PE=1 SV=1	4	4	1.000	3	1	3	1	3.000	1.000	 
6274.0	1	sp|Q9JJ26|MEFV_MOUSE	 	2.9	767	86408	Pyrin OS=Mus musculus OX=10090 GN=Mefv PE=1 SV=2	3	3	1.000	2	1	2	1	2.000	1.000	 
6275.0	1	sp|Q9JJ28|FLII_MOUSE	 	30.8	1271	144801	Protein flightless-1 homolog OS=Mus musculus OX=10090 GN=Flii PE=1 SV=1	51	51	1.000	24	27	24	27	24.000	27.000	 
6276.0	1	sp|Q9JJ57|KCIP1_MOUSE	 	14.1	227	26831	Kv channel-interacting protein 1 OS=Mus musculus OX=10090 GN=Kcnip1 PE=1 SV=2	14	1	0.071	8	6	1	0	1.194	0.000	sp|Q6PHZ8|KCIP4_MOUSE, sp|Q9JJ57|KCIP1_MOUSE
6277.0	1	sp|Q9JJ59|ABCB9_MOUSE	 	18.6	762	83962	ABC-type oligopeptide transporter ABCB9 OS=Mus musculus OX=10090 GN=Abcb9 PE=2 SV=1	21	18	0.857	11	10	10	8	10.435	9.000	sp|P06795|MDR1B_MOUSE, sp|P21447|MDR1A_MOUSE, sp|Q9JJ59|ABCB9_MOUSE
6278.0	1	sp|Q9JJ61|GLT16_MOUSE	 	7.3	558	62874	Polypeptide N-acetylgalactosaminyltransferase 16 OS=Mus musculus OX=10090 GN=Galnt16 PE=2 SV=2	3	3	1.000	2	1	2	1	2.000	1.000	 
6279.0	1	sp|Q9JJA2|COG8_MOUSE	 	10.0	640	71601	Conserved oligomeric Golgi complex subunit 8 OS=Mus musculus OX=10090 GN=Cog8 PE=1 SV=3	7	7	1.000	2	5	2	5	2.000	5.000	 
6280.0	1	sp|Q9JJA4|WDR12_MOUSE	 	9.5	423	47346	Ribosome biogenesis protein WDR12 OS=Mus musculus OX=10090 GN=Wdr12 PE=1 SV=1	4	4	1.000	1	3	1	3	1.000	3.000	 
6281.0	1	sp|Q9JJC6|RIPL1_MOUSE	 	24.1	406	47323	RILP-like protein 1 OS=Mus musculus OX=10090 GN=Rilpl1 PE=1 SV=1	14	14	1.000	6	8	6	8	6.000	8.000	 
6282.0	1	sp|Q9JJF0|NP1L5_MOUSE	 	51.3	156	17023	Nucleosome assembly protein 1-like 5 OS=Mus musculus OX=10090 GN=Nap1l5 PE=1 SV=1	12	12	1.000	5	7	5	7	5.000	7.000	 
6283.0	1	sp|Q9JJF3|RIOX1_MOUSE	 	6.5	603	67556	Ribosomal oxygenase 1 OS=Mus musculus OX=10090 GN=Riox1 PE=1 SV=2	4	4	1.000	1	3	1	3	1.000	3.000	 
6284.0	1	sp|Q9JJG0|TACC2_MOUSE	 	17.5	1149	124129	Transforming acidic coiled-coil-containing protein 2 OS=Mus musculus OX=10090 GN=Tacc2 PE=1 SV=2	18	17	0.944	8	10	7	10	7.250	10.000	sp|Q6Y685|TACC1_MOUSE, sp|Q9JJG0|TACC2_MOUSE
6285.0	1	sp|Q9JJG7|CABP8_MOUSE	 	23.4	261	29625	Calcium-binding protein 8 OS=Mus musculus OX=10090 GN=Caln1 PE=2 SV=2	4	4	1.000	3	1	3	1	3.000	1.000	 
6286.0	1	sp|Q9JJG9|NOA1_MOUSE	 	2.6	693	77378	Nitric oxide-associated protein 1 OS=Mus musculus OX=10090 GN=Noa1 PE=1 SV=1	2	2	1.000	2	0	2	0	2.000	0.000	 
6287.0	1	sp|Q9JJI6|PIGO_MOUSE	 	1.8	1093	119155	GPI ethanolamine phosphate transferase 3 OS=Mus musculus OX=10090 GN=Pigo PE=1 SV=2	3	3	1.000	3	0	3	0	3.000	0.000	 
6288.0	1	sp|Q9JJI8|RL38_MOUSE	 	50.0	70	8204	60S ribosomal protein L38 OS=Mus musculus OX=10090 GN=Rpl38 PE=1 SV=3	24	24	1.000	13	11	13	11	13.000	11.000	 
6289.0	1	sp|Q9JJJ7|PORCN_MOUSE	 	10.0	461	52507	Protein-serine O-palmitoleoyltransferase porcupine OS=Mus musculus OX=10090 GN=Porcn PE=1 SV=1	4	4	1.000	3	1	3	1	3.000	1.000	 
6290.0	1	sp|Q9JJK2|LANC2_MOUSE	 	46.7	450	50777	LanC-like protein 2 OS=Mus musculus OX=10090 GN=Lancl2 PE=1 SV=1	97	97	1.000	39	58	39	58	39.000	58.000	 
6291.0	1	sp|Q9JJL8|SYSM_MOUSE	 	42.9	518	58316	Serine--tRNA ligase, mitochondrial OS=Mus musculus OX=10090 GN=Sars2 PE=1 SV=2	39	39	1.000	19	20	19	20	19.000	20.000	 
6292.0	1	sp|Q9JJN6|CNBP1_MOUSE	 	18.5	81	9174	Beta-catenin-interacting protein 1 OS=Mus musculus OX=10090 GN=Ctnnbip1 PE=1 SV=1	2	2	1.000	0	2	0	2	0.000	2.000	 
6293.0	1	sp|Q9JJR8|TMM9B_MOUSE	 	38.2	199	22607	Transmembrane protein 9B OS=Mus musculus OX=10090 GN=Tmem9b PE=1 SV=1	12	10	0.833	7	5	6	4	6.750	4.500	sp|Q9CR23|TMEM9_MOUSE, sp|Q9JJR8|TMM9B_MOUSE
6294.0	1	sp|Q9JJR9|NRIP3_MOUSE	 	19.6	240	26879	Nuclear receptor-interacting protein 3 OS=Mus musculus OX=10090 GN=Nrip3 PE=1 SV=1	6	6	1.000	1	5	1	5	1.000	5.000	 
6295.0	1	sp|Q9JJT9|PHAX_MOUSE	 	12.2	385	43247	Phosphorylated adapter RNA export protein OS=Mus musculus OX=10090 GN=Phax PE=1 SV=1	10	10	1.000	4	6	4	6	4.000	6.000	 
6296.0	1	sp|Q9JJU8|SH3L1_MOUSE	 	87.7	114	12811	Adapter Sh3bgrl OS=Mus musculus OX=10090 GN=Sh3bgrl PE=1 SV=1	32	32	1.000	18	14	18	14	18.000	14.000	 
6297.0	1	sp|Q9JJV2|PROF2_MOUSE	 	66.4	140	15032	Profilin-2 OS=Mus musculus OX=10090 GN=Pfn2 PE=1 SV=3	140	140	1.000	49	91	49	91	49.000	91.000	 
6298.0	1	sp|Q9JJV5|CCG3_MOUSE	 	6.3	315	35515	Voltage-dependent calcium channel gamma-3 subunit OS=Mus musculus OX=10090 GN=Cacng3 PE=1 SV=2	7	2	0.286	3	4	1	1	1.074	1.115	sp|O88602|CCG2_MOUSE, sp|Q9JJV5|CCG3_MOUSE
6299.0	1	sp|Q9JJX7|TYDP2_MOUSE	 	10.8	370	41033	Tyrosyl-DNA phosphodiesterase 2 OS=Mus musculus OX=10090 GN=Tdp2 PE=1 SV=1	4	4	1.000	2	2	2	2	2.000	2.000	 
6300.0	1	sp|Q9JJY3|NSMA2_MOUSE	 	22.4	655	71196	Sphingomyelin phosphodiesterase 3 OS=Mus musculus OX=10090 GN=Smpd3 PE=1 SV=1	20	20	1.000	7	13	7	13	7.000	13.000	 
6301.0	1	sp|Q9JJY4|DDX20_MOUSE	 	8.2	825	91709	Probable ATP-dependent RNA helicase DDX20 OS=Mus musculus OX=10090 GN=Ddx20 PE=1 SV=2	7	7	1.000	4	3	4	3	4.000	3.000	 
6302.0	1	sp|Q9JJZ2|TBA8_MOUSE	 	63.0	449	50051	Tubulin alpha-8 chain OS=Mus musculus OX=10090 GN=Tuba8 PE=1 SV=1	908	50	0.055	355	553	26	24	130.738	158.747	sp|P05213|TBA1B_MOUSE, sp|P05214|TBA3_MOUSE, sp|P68368|TBA4A_MOUSE, sp|P68369|TBA1A_MOUSE, sp|Q3UX10|TBAL3_MOUSE, sp|Q9JJZ2|TBA8_MOUSE
6303.0	1	sp|Q9JJZ4|UB2J1_MOUSE	 	23.0	318	34989	Ubiquitin-conjugating enzyme E2 J1 OS=Mus musculus OX=10090 GN=Ube2j1 PE=1 SV=2	15	15	1.000	9	6	9	6	9.000	6.000	 
6304.0	1	sp|Q9JK23|PSMG1_MOUSE	 	12.8	289	33104	Proteasome assembly chaperone 1 OS=Mus musculus OX=10090 GN=Psmg1 PE=1 SV=1	5	5	1.000	3	2	3	2	3.000	2.000	 
6305.0	1	sp|Q9JK42|PDK2_MOUSE	 	44.0	407	46040	[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 2, mitochondrial OS=Mus musculus OX=10090 GN=Pdk2 PE=1 SV=2	44	36	0.818	24	20	19	17	22.129	18.759	sp|O70571|PDK4_MOUSE, sp|Q8BFP9|PDK1_MOUSE, sp|Q922H2|PDK3_MOUSE, sp|Q9JK42|PDK2_MOUSE
6306.0	1	sp|Q9JK48|SHLB1_MOUSE	 	40.8	365	40855	Endophilin-B1 OS=Mus musculus OX=10090 GN=Sh3glb1 PE=1 SV=1	34	31	0.912	15	19	13	18	13.491	18.269	sp|Q8R3V5|SHLB2_MOUSE, sp|Q9JK48|SHLB1_MOUSE
6307.0	1	sp|Q9JK53|PRELP_MOUSE	 	18.5	378	43292	Prolargin OS=Mus musculus OX=10090 GN=Prelp PE=1 SV=2	8	8	1.000	4	4	4	4	4.000	4.000	 
6308.0	1	sp|Q9JK81|MYG1_MOUSE	 	35.5	380	42722	MYG1 exonuclease OS=Mus musculus OX=10090 GN=Myg1 PE=1 SV=1	16	16	1.000	8	8	8	8	8.000	8.000	 
6309.0	1	sp|Q9JK92|HSPB8_MOUSE	 	15.8	196	21533	Heat shock protein beta-8 OS=Mus musculus OX=10090 GN=Hspb8 PE=1 SV=1	6	6	1.000	2	4	2	4	2.000	4.000	 
6310.0	1	sp|Q9JK97|KCNQ4_MOUSE	 	2.9	696	77056	Potassium voltage-gated channel subfamily KQT member 4 OS=Mus musculus OX=10090 GN=Kcnq4 PE=2 SV=2	6	6	1.000	4	2	4	2	4.000	2.000	 
6311.0	1	sp|Q9JKB1|UCHL3_MOUSE	 	54.3	230	26151	Ubiquitin carboxyl-terminal hydrolase isozyme L3 OS=Mus musculus OX=10090 GN=Uchl3 PE=1 SV=2	52	52	1.000	27	25	27	25	27.000	25.000	 
6312.0	1	sp|Q9JKB3|YBOX3_MOUSE	 	19.1	361	38813	Y-box-binding protein 3 OS=Mus musculus OX=10090 GN=Ybx3 PE=1 SV=2	9	5	0.556	6	3	3	2	3.643	2.118	sp|P62960|YBOX1_MOUSE, sp|Q9JKB3|YBOX3_MOUSE
6313.0	1	sp|Q9JKC6|CEND_MOUSE	 	69.8	149	14987	Cell cycle exit and neuronal differentiation protein 1 OS=Mus musculus OX=10090 GN=Cend1 PE=1 SV=1	93	93	1.000	42	51	42	51	42.000	51.000	 
